case_id,title_clean,catalog_include,rank,physician_id,name,specialty,institution,match_score,overlap_tags
auto_rhode_island_behavioral_biomarkers_brain_closed_deep_features,Closed-loop DBS with neural/behavioral biomarkers,true,1,npi_1023351285,BENJAMIN POLLOCK,NEUROLOGY,ACCESS TELECARE PLLC,53,neurology
auto_rhode_island_behavioral_biomarkers_brain_closed_deep_features,Closed-loop DBS with neural/behavioral biomarkers,true,2,npi_1043704703,SCOTT WARREN,NEUROLOGY,RHODE ISLAND HOSPITAL,53,neurology
auto_rhode_island_behavioral_biomarkers_brain_closed_deep_features,Closed-loop DBS with neural/behavioral biomarkers,true,3,npi_1043730112,ANIRUDH PENUMAKA,NEUROSURGERY,LIFESPAN PHYSICIAN GROUP INC,53,neurosurgery
auto_rhode_island_behavioral_biomarkers_brain_closed_deep_features,Closed-loop DBS with neural/behavioral biomarkers,true,4,npi_1053840827,ELIAS SHAAYA,NEUROSURGERY,RHODE ISLAND HOSPITAL,53,neurosurgery
auto_rhode_island_behavioral_biomarkers_brain_closed_deep_features,Closed-loop DBS with neural/behavioral biomarkers,true,5,npi_1063477032,HEINRICH ELINZANO,NEUROLOGY,RHODE ISLAND HOSPITAL,53,neurology
auto_rhode_island_detection_large_occlusion_prediction_vessel,LVO detection and treatment prediction,true,1,npi_1023351285,BENJAMIN POLLOCK,NEUROLOGY,ACCESS TELECARE PLLC,53,neurology
auto_rhode_island_detection_large_occlusion_prediction_vessel,LVO detection and treatment prediction,true,2,npi_1043704703,SCOTT WARREN,NEUROLOGY,RHODE ISLAND HOSPITAL,53,neurology
auto_rhode_island_detection_large_occlusion_prediction_vessel,LVO detection and treatment prediction,true,3,npi_1043730112,ANIRUDH PENUMAKA,NEUROSURGERY,LIFESPAN PHYSICIAN GROUP INC,53,neurosurgery
auto_rhode_island_detection_large_occlusion_prediction_vessel,LVO detection and treatment prediction,true,4,npi_1053840827,ELIAS SHAAYA,NEUROSURGERY,RHODE ISLAND HOSPITAL,53,neurosurgery
auto_rhode_island_detection_large_occlusion_prediction_vessel,LVO detection and treatment prediction,true,5,npi_1063477032,HEINRICH ELINZANO,NEUROLOGY,RHODE ISLAND HOSPITAL,53,neurology
auto_rhode_island_connective_evaluate_pipeline_reinjury_risk_tissu,MRI pipeline — connective tissue reinjury risk,true,1,npi_1003871336,TODD ROBERTS,MEDICAL ONCOLOGY,"PROSPECT CHARTERCARE RWMC, LLC",53,medical_oncology
auto_rhode_island_connective_evaluate_pipeline_reinjury_risk_tissu,MRI pipeline — connective tissue reinjury risk,true,2,npi_1023306974,SARA MALEKI,PATHOLOGY,RHODE ISLAND HOSPITAL,53,pathology
auto_rhode_island_connective_evaluate_pipeline_reinjury_risk_tissu,MRI pipeline — connective tissue reinjury risk,true,3,npi_1063466621,GLADYS TELANG,PATHOLOGY,BROWN DERMATOLOGY INC,53,pathology
auto_rhode_island_connective_evaluate_pipeline_reinjury_risk_tissu,MRI pipeline — connective tissue reinjury risk,true,4,npi_1073718417,LESLIE HUFF,PATHOLOGY,"MASSTEX IMAGING, LLC",53,pathology
auto_rhode_island_connective_evaluate_pipeline_reinjury_risk_tissu,MRI pipeline — connective tissue reinjury risk,true,5,npi_1073853248,MARIANA CANEPA,PATHOLOGY,RHODE ISLAND HOSPITAL,53,pathology
monaghan_sepsis_diagnostic_ri,Monaghan — RNA sepsis diagnostic,true,1,npi_1871795906,SEAN MONAGHAN,GENERAL SURGERY,"UNIVERSITY SURGICAL ASSOCIATES, INC.",140,
monaghan_sepsis_diagnostic_ri,Monaghan — RNA sepsis diagnostic,true,2,npi_1013211168,JASON BOULWARE,EMERGENCY MEDICINE,AFFINITY PHYSICIANS LLC.,53,emergency_medicine
monaghan_sepsis_diagnostic_ri,Monaghan — RNA sepsis diagnostic,true,3,npi_1013322486,DANIEL SHANIN,EMERGENCY MEDICINE,BROWN EMERGENCY MEDICINE,53,emergency_medicine
monaghan_sepsis_diagnostic_ri,Monaghan — RNA sepsis diagnostic,true,4,npi_1013476175,ORIANE LONGERSTAEY,EMERGENCY MEDICINE,BROWN EMERGENCY MEDICINE,53,emergency_medicine
monaghan_sepsis_diagnostic_ri,Monaghan — RNA sepsis diagnostic,true,5,npi_1023039146,OTTO LIEBMANN,EMERGENCY MEDICINE,BROWN EMERGENCY MEDICINE,53,emergency_medicine
auto_noramco_2020_hydrochloride_methylphenidate_synthesis_temperat,Noramco — methylphenidate synthesis,true,1,npi_1144406802,SHANTHI MOGALI,ADDICTION MEDICINE,NORTHEAST MEDICAL GROUP INC,66,pain_medicine|behavioral_health
auto_noramco_2020_hydrochloride_methylphenidate_synthesis_temperat,Noramco — methylphenidate synthesis,true,2,npi_1194810507,NEBYOU BELAY,ADDICTION MEDICINE,THRIVE BEHAVIORAL HEALTH INC,66,pain_medicine|behavioral_health
auto_noramco_2020_hydrochloride_methylphenidate_synthesis_temperat,Noramco — methylphenidate synthesis,true,3,npi_1205850989,SYLVESTER SVIOKLA,ADDICTION MEDICINE,"WARWICK, RI",66,pain_medicine|behavioral_health
auto_noramco_2020_hydrochloride_methylphenidate_synthesis_temperat,Noramco — methylphenidate synthesis,true,4,npi_1629427265,CAROLINE WUNSCH,ADDICTION MEDICINE,RHODE ISLAND HOSPITAL,66,pain_medicine|behavioral_health
auto_noramco_2020_hydrochloride_methylphenidate_synthesis_temperat,Noramco — methylphenidate synthesis,true,5,npi_1679991806,CECILIA FIX,ADDICTION MEDICINE,LIFESPAN PHYSICIAN GROUP INC,66,pain_medicine|behavioral_health
auto_brown_university_implantable_neural_wireless,Nurmikko — implantable wireless neural device,true,1,npi_1003392689,EUGENIE ATALLAH,NEUROLOGY,RHODE ISLAND HOSPITAL,53,neurology
auto_brown_university_implantable_neural_wireless,Nurmikko — implantable wireless neural device,true,2,npi_1023039740,DENNIS AUMENTADO,NEUROLOGY,"NORTH SMITHFIELD, RI",53,neurology
auto_brown_university_implantable_neural_wireless,Nurmikko — implantable wireless neural device,true,3,npi_1023135720,PREETI GUPTA,NEUROLOGY,"EAST PROVIDENCE, RI",53,neurology
auto_brown_university_implantable_neural_wireless,Nurmikko — implantable wireless neural device,true,4,npi_1023182383,JUAN CANTON,NEUROLOGY,"WARWICK, RI",53,neurology
auto_brown_university_implantable_neural_wireless,Nurmikko — implantable wireless neural device,true,5,npi_1023291556,CHIZOBA UMEH,NEUROLOGY,ACCESS TELECARE PLLC,53,neurology
auto_brown_university_biomedical_biosensor_diagnostics_large_networks,Nurmikko — wireless biosensor networks,true,1,npi_1003392689,EUGENIE ATALLAH,NEUROLOGY,RHODE ISLAND HOSPITAL,53,neurology
auto_brown_university_biomedical_biosensor_diagnostics_large_networks,Nurmikko — wireless biosensor networks,true,2,npi_1023039740,DENNIS AUMENTADO,NEUROLOGY,"NORTH SMITHFIELD, RI",53,neurology
auto_brown_university_biomedical_biosensor_diagnostics_large_networks,Nurmikko — wireless biosensor networks,true,3,npi_1023135720,PREETI GUPTA,NEUROLOGY,"EAST PROVIDENCE, RI",53,neurology
auto_brown_university_biomedical_biosensor_diagnostics_large_networks,Nurmikko — wireless biosensor networks,true,4,npi_1023182383,JUAN CANTON,NEUROLOGY,"WARWICK, RI",53,neurology
auto_brown_university_biomedical_biosensor_diagnostics_large_networks,Nurmikko — wireless biosensor networks,true,5,npi_1023291556,CHIZOBA UMEH,NEUROLOGY,ACCESS TELECARE PLLC,53,neurology
cbt_pain_digital_platform_ri,Petzchner — chronic pain digital,true,1,npi_1013301381,LAERT RUSHA,PAIN MANAGEMENT,RHODE ISLAND HOSPITAL,66,pain_medicine|chronic_pain
cbt_pain_digital_platform_ri,Petzchner — chronic pain digital,true,2,npi_1194716829,MAHER EL KHATIB,PAIN MANAGEMENT,ORTHOPEDICS RHODE ISLAND INC,66,pain_medicine|chronic_pain
cbt_pain_digital_platform_ri,Petzchner — chronic pain digital,true,3,npi_1275821738,SHIQIANG TIAN,PAIN MANAGEMENT,UNIVERSITY ORTHOPEDICS INC,66,pain_medicine|chronic_pain
cbt_pain_digital_platform_ri,Petzchner — chronic pain digital,true,4,npi_1316966393,DO CHAN,INTERVENTIONAL PAIN MANAGEMENT,WARWICK PAIN ASSOCIATES LLC,66,pain_medicine|chronic_pain
cbt_pain_digital_platform_ri,Petzchner — chronic pain digital,true,5,npi_1548365554,ELENA DESILLIER,PAIN MANAGEMENT,WARWICK PAIN ASSOCIATES LLC,66,pain_medicine|chronic_pain
auto_rhodes_technologies_improved_oxycodone_synthesis,Rhodes Tech — improved oxycodone synthesis,true,1,npi_1801208798,SETH CLARK,ADDICTION MEDICINE,LIFESPAN PHYSICIAN GROUP INC,66,pain_medicine|behavioral_health
auto_rhodes_technologies_improved_oxycodone_synthesis,Rhodes Tech — improved oxycodone synthesis,true,2,npi_1972619864,DANIEL REGAN,ADDICTION MEDICINE,"ATMED TREATMENT CENTER, INC.",66,pain_medicine|behavioral_health
auto_rhodes_technologies_improved_oxycodone_synthesis,Rhodes Tech — improved oxycodone synthesis,true,3,npi_1003012014,KEITH SCARFO,ANESTHESIOLOGY,RHODE ISLAND HOSPITAL,53,anesthesiology
auto_rhodes_technologies_improved_oxycodone_synthesis,Rhodes Tech — improved oxycodone synthesis,true,4,npi_1003173048,CHRISTINE LEDDY,PSYCHIATRY,LIFESPAN PHYSICIAN GROUP INC,53,behavioral_health
auto_rhodes_technologies_improved_oxycodone_synthesis,Rhodes Tech — improved oxycodone synthesis,true,5,npi_1003820432,LUISA SKOBLE,PSYCHIATRY,LIFESPAN PHYSICIAN GROUP INC,53,behavioral_health
auto_rhodes_technologies_compounds_novel_opioid_thereof,Rhodes Tech — novel opioid compounds,true,1,npi_1144406802,SHANTHI MOGALI,ADDICTION MEDICINE,NORTHEAST MEDICAL GROUP INC,66,pain_medicine|behavioral_health
auto_rhodes_technologies_compounds_novel_opioid_thereof,Rhodes Tech — novel opioid compounds,true,2,npi_1194810507,NEBYOU BELAY,ADDICTION MEDICINE,THRIVE BEHAVIORAL HEALTH INC,66,pain_medicine|behavioral_health
auto_rhodes_technologies_compounds_novel_opioid_thereof,Rhodes Tech — novel opioid compounds,true,3,npi_1205850989,SYLVESTER SVIOKLA,ADDICTION MEDICINE,"WARWICK, RI",66,pain_medicine|behavioral_health
auto_rhodes_technologies_compounds_novel_opioid_thereof,Rhodes Tech — novel opioid compounds,true,4,npi_1629427265,CAROLINE WUNSCH,ADDICTION MEDICINE,RHODE ISLAND HOSPITAL,66,pain_medicine|behavioral_health
auto_rhodes_technologies_compounds_novel_opioid_thereof,Rhodes Tech — novel opioid compounds,true,5,npi_1679991806,CECILIA FIX,ADDICTION MEDICINE,LIFESPAN PHYSICIAN GROUP INC,66,pain_medicine|behavioral_health
auto_rhode_island_alloy_array_brain_cord_electrode_invasive_memory,Shape-memory electrode array (spine/brain),true,1,npi_1003392689,EUGENIE ATALLAH,NEUROLOGY,RHODE ISLAND HOSPITAL,53,neurology
auto_rhode_island_alloy_array_brain_cord_electrode_invasive_memory,Shape-memory electrode array (spine/brain),true,2,npi_1023039740,DENNIS AUMENTADO,NEUROLOGY,"NORTH SMITHFIELD, RI",53,neurology
auto_rhode_island_alloy_array_brain_cord_electrode_invasive_memory,Shape-memory electrode array (spine/brain),true,3,npi_1023135720,PREETI GUPTA,NEUROLOGY,"EAST PROVIDENCE, RI",53,neurology
auto_rhode_island_alloy_array_brain_cord_electrode_invasive_memory,Shape-memory electrode array (spine/brain),true,4,npi_1023182383,JUAN CANTON,NEUROLOGY,"WARWICK, RI",53,neurology
auto_rhode_island_alloy_array_brain_cord_electrode_invasive_memory,Shape-memory electrode array (spine/brain),true,5,npi_1023291556,CHIZOBA UMEH,NEUROLOGY,ACCESS TELECARE PLLC,53,neurology
auto_united_states_communication_facilitating_individuals_speak_spe,Speech-based communication assistive system,true,1,npi_1003871336,TODD ROBERTS,MEDICAL ONCOLOGY,"PROSPECT CHARTERCARE RWMC, LLC",53,medical_oncology
auto_united_states_communication_facilitating_individuals_speak_spe,Speech-based communication assistive system,true,2,npi_1023306974,SARA MALEKI,PATHOLOGY,RHODE ISLAND HOSPITAL,53,pathology
auto_united_states_communication_facilitating_individuals_speak_spe,Speech-based communication assistive system,true,3,npi_1063466621,GLADYS TELANG,PATHOLOGY,BROWN DERMATOLOGY INC,53,pathology
auto_united_states_communication_facilitating_individuals_speak_spe,Speech-based communication assistive system,true,4,npi_1073718417,LESLIE HUFF,PATHOLOGY,"MASSTEX IMAGING, LLC",53,pathology
auto_united_states_communication_facilitating_individuals_speak_spe,Speech-based communication assistive system,true,5,npi_1073853248,MARIANA CANEPA,PATHOLOGY,RHODE ISLAND HOSPITAL,53,pathology
theromics_ri,Theromics — tumor thermal ablation,true,1,npi_1487681342,BLAISE BAXTER,INTERVENTIONAL RADIOLOGY,RHODE ISLAND HOSPITAL,194,tumor_ablation|thermal_ablation|interventional_radiology
theromics_ri,Theromics — tumor thermal ablation,true,2,npi_1235542655,AARON MAXWELL,INTERVENTIONAL RADIOLOGY,RHODE ISLAND MEDICAL IMAGING INC,94,tumor_ablation|thermal_ablation|interventional_radiology
theromics_ri,Theromics — tumor thermal ablation,true,3,npi_1255865309,MANGALADEVI PATIL,INTERVENTIONAL RADIOLOGY,RHODE ISLAND MEDICAL IMAGING INC,94,tumor_ablation|thermal_ablation|interventional_radiology
theromics_ri,Theromics — tumor thermal ablation,true,4,npi_1265828081,DYLAN WOLMAN,INTERVENTIONAL RADIOLOGY,LIFESPAN PHYSICIAN GROUP INC,94,tumor_ablation|thermal_ablation|interventional_radiology
theromics_ri,Theromics — tumor thermal ablation,true,5,npi_1356348817,ROBERT BINEK,INTERVENTIONAL RADIOLOGY,AFFINITY PHYSICIANS LLC.,94,tumor_ablation|thermal_ablation|interventional_radiology
phlip_therapeutics_ri,pHLIP Inc — pH-sensitive tumor imaging,true,1,npi_1487681342,BLAISE BAXTER,INTERVENTIONAL RADIOLOGY,RHODE ISLAND HOSPITAL,194,interventional_radiology|imaging|diagnostic|oncology
phlip_therapeutics_ri,pHLIP Inc — pH-sensitive tumor imaging,true,2,npi_1235542655,AARON MAXWELL,INTERVENTIONAL RADIOLOGY,RHODE ISLAND MEDICAL IMAGING INC,94,interventional_radiology|imaging|diagnostic|oncology
phlip_therapeutics_ri,pHLIP Inc — pH-sensitive tumor imaging,true,3,npi_1073853248,MARIANA CANEPA,PATHOLOGY,RHODE ISLAND HOSPITAL,53,pathology|diagnostic|imaging|oncology
phlip_therapeutics_ri,pHLIP Inc — pH-sensitive tumor imaging,true,4,npi_1023306974,SARA MALEKI,PATHOLOGY,RHODE ISLAND HOSPITAL,53,pathology|diagnostic|imaging|oncology
phlip_therapeutics_ri,pHLIP Inc — pH-sensitive tumor imaging,true,5,npi_1265828081,DYLAN WOLMAN,INTERVENTIONAL RADIOLOGY,LIFESPAN PHYSICIAN GROUP INC,94,interventional_radiology|imaging|diagnostic|oncology
auto_regents_university_anti_compounds_inflammatory_inhibition_making_qu,URI — marine anti-inflammatory / quorum sensing,true,1,npi_1003871336,TODD ROBERTS,MEDICAL ONCOLOGY,"PROSPECT CHARTERCARE RWMC, LLC",53,medical_oncology
auto_regents_university_anti_compounds_inflammatory_inhibition_making_qu,URI — marine anti-inflammatory / quorum sensing,true,2,npi_1194249565,MOHAMMED JALOUDI,MEDICAL ONCOLOGY,AFFINITY PHYSICIANS LLC.,53,medical_oncology
auto_regents_university_anti_compounds_inflammatory_inhibition_making_qu,URI — marine anti-inflammatory / quorum sensing,true,3,npi_1336596774,KATHRYN DECARLI,MEDICAL ONCOLOGY,RHODE ISLAND HOSPITAL,53,medical_oncology
auto_regents_university_anti_compounds_inflammatory_inhibition_making_qu,URI — marine anti-inflammatory / quorum sensing,true,4,npi_1790977650,KHALDOUN ALMHANNA,MEDICAL ONCOLOGY,RHODE ISLAND HOSPITAL,53,medical_oncology
auto_regents_university_anti_compounds_inflammatory_inhibition_making_qu,URI — marine anti-inflammatory / quorum sensing,true,5,npi_1821070418,PLAKYIL JOSEPH,MEDICAL ONCOLOGY,AFFINITY PHYSICIANS LLC.,53,medical_oncology
auto_noramco_2020_acetate_buprenorphine_preparing_salt,Acetate salt buprenorphine and methods for Technology Platform Opportunity,true,1,npi_1144406802,SHANTHI MOGALI,ADDICTION MEDICINE,NORTHEAST MEDICAL GROUP INC,66,pain_medicine|behavioral_health
auto_noramco_2020_acetate_buprenorphine_preparing_salt,Acetate salt buprenorphine and methods for Technology Platform Opportunity,true,2,npi_1194810507,NEBYOU BELAY,ADDICTION MEDICINE,THRIVE BEHAVIORAL HEALTH INC,66,pain_medicine|behavioral_health
auto_noramco_2020_acetate_buprenorphine_preparing_salt,Acetate salt buprenorphine and methods for Technology Platform Opportunity,true,3,npi_1205850989,SYLVESTER SVIOKLA,ADDICTION MEDICINE,"WARWICK, RI",66,pain_medicine|behavioral_health
auto_noramco_2020_acetate_buprenorphine_preparing_salt,Acetate salt buprenorphine and methods for Technology Platform Opportunity,true,4,npi_1629427265,CAROLINE WUNSCH,ADDICTION MEDICINE,RHODE ISLAND HOSPITAL,66,pain_medicine|behavioral_health
auto_noramco_2020_acetate_buprenorphine_preparing_salt,Acetate salt buprenorphine and methods for Technology Platform Opportunity,true,5,npi_1679991806,CECILIA FIX,ADDICTION MEDICINE,LIFESPAN PHYSICIAN GROUP INC,66,pain_medicine|behavioral_health
auto_rhode_island_brain_implantable,Brain implantable device Medical Device Opportunity,true,1,npi_1023351285,BENJAMIN POLLOCK,NEUROLOGY,ACCESS TELECARE PLLC,53,neurology
auto_rhode_island_brain_implantable,Brain implantable device Medical Device Opportunity,true,2,npi_1043704703,SCOTT WARREN,NEUROLOGY,RHODE ISLAND HOSPITAL,53,neurology
auto_rhode_island_brain_implantable,Brain implantable device Medical Device Opportunity,true,3,npi_1043730112,ANIRUDH PENUMAKA,NEUROSURGERY,LIFESPAN PHYSICIAN GROUP INC,53,neurosurgery
auto_rhode_island_brain_implantable,Brain implantable device Medical Device Opportunity,true,4,npi_1053840827,ELIAS SHAAYA,NEUROSURGERY,RHODE ISLAND HOSPITAL,53,neurosurgery
auto_rhode_island_brain_implantable,Brain implantable device Medical Device Opportunity,true,5,npi_1063477032,HEINRICH ELINZANO,NEUROLOGY,RHODE ISLAND HOSPITAL,53,neurology
auto_brown_university_brain_high_imaging_resolution_spatiotemporal,Brown — high-resolution brain imaging,true,1,npi_1003392689,EUGENIE ATALLAH,NEUROLOGY,RHODE ISLAND HOSPITAL,53,neurology
auto_brown_university_brain_high_imaging_resolution_spatiotemporal,Brown — high-resolution brain imaging,true,2,npi_1023039740,DENNIS AUMENTADO,NEUROLOGY,"NORTH SMITHFIELD, RI",53,neurology
auto_brown_university_brain_high_imaging_resolution_spatiotemporal,Brown — high-resolution brain imaging,true,3,npi_1023135720,PREETI GUPTA,NEUROLOGY,"EAST PROVIDENCE, RI",53,neurology
auto_brown_university_brain_high_imaging_resolution_spatiotemporal,Brown — high-resolution brain imaging,true,4,npi_1023182383,JUAN CANTON,NEUROLOGY,"WARWICK, RI",53,neurology
auto_brown_university_brain_high_imaging_resolution_spatiotemporal,Brown — high-resolution brain imaging,true,5,npi_1023291556,CHIZOBA UMEH,NEUROLOGY,ACCESS TELECARE PLLC,53,neurology
auto_brown_university_interrogation_neural_platform,Brown — neural interrogation platform,true,1,npi_1003392689,EUGENIE ATALLAH,NEUROLOGY,RHODE ISLAND HOSPITAL,53,neurology
auto_brown_university_interrogation_neural_platform,Brown — neural interrogation platform,true,2,npi_1023039740,DENNIS AUMENTADO,NEUROLOGY,"NORTH SMITHFIELD, RI",53,neurology
auto_brown_university_interrogation_neural_platform,Brown — neural interrogation platform,true,3,npi_1023135720,PREETI GUPTA,NEUROLOGY,"EAST PROVIDENCE, RI",53,neurology
auto_brown_university_interrogation_neural_platform,Brown — neural interrogation platform,true,4,npi_1023182383,JUAN CANTON,NEUROLOGY,"WARWICK, RI",53,neurology
auto_brown_university_interrogation_neural_platform,Brown — neural interrogation platform,true,5,npi_1023291556,CHIZOBA UMEH,NEUROLOGY,ACCESS TELECARE PLLC,53,neurology
auto_brown_university_biopsy_burr_hole_mounted_stereotactic,Burr hole mounted stereotactic biopsy device Medical Device Opportunity,true,1,npi_1003392689,EUGENIE ATALLAH,NEUROLOGY,RHODE ISLAND HOSPITAL,53,neurology
auto_brown_university_biopsy_burr_hole_mounted_stereotactic,Burr hole mounted stereotactic biopsy device Medical Device Opportunity,true,2,npi_1023039740,DENNIS AUMENTADO,NEUROLOGY,"NORTH SMITHFIELD, RI",53,neurology
auto_brown_university_biopsy_burr_hole_mounted_stereotactic,Burr hole mounted stereotactic biopsy device Medical Device Opportunity,true,3,npi_1023135720,PREETI GUPTA,NEUROLOGY,"EAST PROVIDENCE, RI",53,neurology
auto_brown_university_biopsy_burr_hole_mounted_stereotactic,Burr hole mounted stereotactic biopsy device Medical Device Opportunity,true,4,npi_1023182383,JUAN CANTON,NEUROLOGY,"WARWICK, RI",53,neurology
